normalized_term,source_types,source_storefronts,source_platforms,source_record_counts,source_sweep_status,kickstart_rows,kickstart_current_ranks,kickstart_rank_trends,kickstart_difficulty_scores,kickstart_entry_barrier_scores,kickstart_evidence_window,apple_ads_query_countries,apple_ads_monthly_window,apple_ads_monthly_coverage,apple_ads_monthly_max_popularity_1to100,apple_ads_monthly_max_popularity_1to5,apple_ads_monthly_max_countries,apple_ads_monthly_max_genres,apple_ads_monthly_genres_reportable,apple_ads_monthly_reportable,apple_ads_weekly_window,apple_ads_weekly_coverage,apple_ads_weekly_max_popularity_1to100,apple_ads_weekly_max_popularity_1to5,apple_ads_weekly_max_countries,apple_ads_weekly_max_genres,apple_ads_weekly_genres_reportable,apple_ads_weekly_reportable,intent_fit_evidence,storefront_search_evidence,title_context,proposed_en_us_keyword_pack,proposed_pack_status,final_decision,rationale_caveat,evidence_date,source_artifacts
securewallet,Kickstart,US;IN,iOS;macOS,Kickstart=3,not-source-current-pending,US/iOS:93;US/macOS:94;IN/iOS:92,US/iOS=unranked;US/macOS=#9;IN/iOS=unranked,US/iOS=no rank history;US/macOS=#9->#9 (unchanged; 2026-07-30..2026-08-26);IN/iOS=#131->unranked (dropped_out; 2026-07-30..2026-08-26),US/iOS=4/5;US/macOS=2/5;IN/iOS=3/5,US/iOS=5/5;US/macOS=3/5;IN/iOS=4/5,2026-07-30..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart IN/iOS: Secure/offline card-vault intent; strong product fit;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit;Kickstart US/macOS: Secure/offline card-vault intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,wallet wording is mixed with crypto and Apple Wallet intent; use the privacy proof in conversion copy. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
stockage carte de crédit,FR_DE_GB_search_candidate,FR,iOS,FR_DE_GB_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,FR intent=credit/debit/high; label=easy-demand-unknown,FR public supply=4; difficulty=32; barrier=0; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,localized-test-after-native-review,"relevant localized storage or card workflow candidate, but the machine-assisted phrasing needs native review and sparse supply is not demand. FR public supply=4; difficulty=32; barrier=0; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv
storage,current_pending_en-US;Kickstart,US,iOS,current_pending_en-US=1;Kickstart=1,source-current-pending-en-US,US/iOS:95,US/iOS=unranked,US/iOS=no rank history,US/iOS=5/5,US/iOS=5/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Broad or ambiguous single-term intent;source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,fits the proposed token pack and Holder’s supported card-storage story; missing popularity is not zero demand. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
store cards wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=id_membership_loyalty/medium; role=adjacent,US public supply=49; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=49; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
store credit cards,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=core_job/high; role=direct,US public supply=47; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=47; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
touch id card vault,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:96,US/iOS=#7,US/iOS=#7->#7 (unchanged; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=3/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card/document-type storage intent; adjacent to core vault,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"useful benefit or feature language for screenshots, promotional text, or description rather than a primary discovery target. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
touchid,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:97,US/iOS=unranked,US/iOS=no rank history,US/iOS=4/5,US/iOS=4/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Broad or ambiguous single-term intent,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"valid feature language, but card-scanner evidence is dominated by TCG, business-card, document, or identity-scanner intent. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
wallet,proposed_en-US_keyword_field,US,iOS,proposed_en-US_keyword_field=1,proposed-only-current-local,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=matched;FR=matched,73,4,US,FINANCE,FINANCE;PRODUCTIVITY_UTILITIES,US=73/4/FINANCE#21;GB=70/4/FINANCE#25;IN=61/4/FINANCE#159;CA=69/4/PRODUCTIVITY_UTILITIES#42;AU=68/4/PRODUCTIVITY_UTILITIES#72;DE=71/4/PRODUCTIVITY_UTILITIES#43;FR=68/4/FINANCE#36,2026-08-16..2026-08-22 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=matched;FR=matched,70,4,US,FINANCE,FINANCE;PRODUCTIVITY_UTILITIES,US=70/4/FINANCE#29;GB=67/4/FINANCE#25;IN=58/3/FINANCE#137;CA=66/4/PRODUCTIVITY_UTILITIES#44;AU=64/4/PRODUCTIVITY_UTILITIES#64;DE=69/4/PRODUCTIVITY_UTILITIES#43;FR=65/4/FINANCE#32,proposed en-US pack standalone token; familiar card-storage discovery language fits Holder but broad wallet intent is mixed; exact Apple Ads gap sweep returned a row in all seven queried countries,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,"Proposed pack standalone token with familiar card-storage wording and strong observed Apple Ads coverage, but broad wallet intent is ambiguous across Finance and Productivity/Utilities. Keep as a keyword building block and rely on the title context Offline Card Vault: Holder to disambiguate Holder from payment and utility wallets.",2026-08-26,apple-ads/gap-closure-secure-keychain-wallet.csv;apple-ads/gap-closure-secure-keychain-wallet.json;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;apple-ads/query-gap-au-monthly.json;apple-ads/query-gap-au-weekly.json;apple-ads/query-gap-ca-monthly.json;apple-ads/query-gap-ca-weekly.json;apple-ads/query-gap-de-monthly.json;apple-ads/query-gap-de-weekly.json;apple-ads/query-gap-fr-monthly.json;apple-ads/query-gap-fr-weekly.json;apple-ads/query-gap-gb-monthly.json;apple-ads/query-gap-gb-weekly.json;apple-ads/query-gap-in-monthly.json;apple-ads/query-gap-in-weekly.json;apple-ads/query-gap-us-monthly.json;apple-ads/query-gap-us-weekly.json;apple-ads/raw-gap-au-monthly.json;apple-ads/raw-gap-au-weekly.json;apple-ads/raw-gap-ca-monthly.json;apple-ads/raw-gap-ca-weekly.json;apple-ads/raw-gap-de-monthly.json;apple-ads/raw-gap-de-weekly.json;apple-ads/raw-gap-fr-monthly.json;apple-ads/raw-gap-fr-weekly.json;apple-ads/raw-gap-gb-monthly.json;apple-ads/raw-gap-gb-weekly.json;apple-ads/raw-gap-in-monthly.json;apple-ads/raw-gap-in-weekly.json;apple-ads/raw-gap-us-monthly.json;apple-ads/raw-gap-us-weekly.json
wallet app,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=broad_category/medium; role=broad,US public supply=48; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,reject,"broad password-manager, finance, or wallet discovery is not Holder’s focused card-vault job. US public supply=48; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
wallet cards,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=broad_category/high; role=broad,US public supply=46; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,reject,"broad password-manager, finance, or wallet discovery is not Holder’s focused card-vault job. US public supply=46; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
wallet for card numbers,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=compound/high; role=direct,US public supply=46; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=46; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
